string_protein_id	preferred_name	protein_size	annotation
6183.Smp_144600.1	Smp_144600	1285	Putative guanine-nucleotide-exchange-factor 
6183.Smp_144610.1	Smp_144610	178	Solute carrier family 37 member 2 (Glycerol-3-phosphate transporter, putative) 
6183.Smp_144620.1	Smp_144620	851	Regulator of G protein signaling 3, rgs3,putative 
6183.Smp_144630.1	Smp_144630	64	Uncharacterized protein
6183.Smp_144640.1	Smp_144640	108	Uncharacterized protein
6183.Smp_144650.1	Smp_144650	409	Uncharacterized protein
6183.Smp_144660.1	Smp_144660	552	Uncharacterized protein
6183.Smp_144670.1	Smp_144670	86	Uncharacterized protein
6183.Smp_144680.1	Smp_144680	398	Uncharacterized protein
6183.Smp_144700.1	Smp_144700	1147	AMP-activated protein kinase, gamma regulatory subunit, putative 
6183.Smp_144720.1	Smp_144720	385	Uncharacterized protein
6183.Smp_144730.1	Smp_144730	249	Uncharacterized protein
6183.Smp_144740.1	Smp_084330	675	4.1 G protein, putative 
6183.Smp_144750.1	Smp_144750	717	Uncharacterized protein
6183.Smp_144760.1	Smp_144760	1744	Monocarboxylate transporter, putative 
6183.Smp_144770.1	Smp_144770	928	Uncharacterized protein
6183.Smp_144780.1	Smp_144780	327	Uncharacterized protein
6183.Smp_144790.1	Smp_144790	96	Uncharacterized protein
6183.Smp_144810.1	Smp_144810	710	Non-receptor protein-tyrosine phosphatase,putative 
6183.Smp_144820.1	Smp_144820	1220	Uncharacterized protein
6183.Smp_144830.1	Smp_144830	554	Uncharacterized protein
6183.Smp_144840.1	Smp_144840	230	Putative thioredoxin-like protein 
6183.Smp_144850.1	Smp_144850	571	Oxysterol-binding protein ; Belongs to the OSBP family
6183.Smp_144860.1	Smp_144860	509	Boule-related 
6183.Smp_144870.1	Smp_144870	684	Uncharacterized protein
6183.Smp_144880.1	Smp_144880	228	Uncharacterized protein
6183.Smp_144890.1	Smp_144890	334	Putative camp-response element binding protein 
6183.Smp_144900.1	Smp_144900	103	Uncharacterized protein
6183.Smp_144910.1	Smp_144910	991	Putative collagen alpha-1(V) chain 
6183.Smp_144920.1	Smp_144920	212	Uncharacterized protein
6183.Smp_144930.1	Smp_144930	1302	Elongator complex protein 1; Acts as subunit of the RNA polymerase II elongator complex, which is a histone acetyltransferase component of the RNA polymerase II (Pol II) holoenzyme and is involved in transcriptional elongation
6183.Smp_144940.1	Smp_144940	562	Uncharacterized protein
6183.Smp_144950.1	Smp_144950	383	Putative centrosomal protein of 41 kDa (Cep41 protein) (Testis-specificprotein A14 protein) 
6183.Smp_144960.1	Smp_144960	1503	Uncharacterized protein
6183.Smp_144970.1	Smp_144970	1517	Putative copper-transporting atpase 1, 2 (Copper pump 1,2) 
6183.Smp_144990.1	Smp_144990	990	Amyloid beta A4 protein related 
6183.Smp_145000.1	Smp_145000	561	Uncharacterized protein
6183.Smp_145010.1	Smp_145010	140	Uncharacterized protein
6183.Smp_145020.1	Smp_145020	767	Delta-1-pyrroline-5-carboxylate synthase; Putative delta 1-pyrroline-5-carboxylate synthetase ; In the C-terminal section; belongs to the gamma- glutamyl phosphate reductase family
6183.Smp_145030.1	Smp_145030	1376	Uncharacterized protein
6183.Smp_145040.1	Smp_145040	699	Uncharacterized protein
6183.Smp_145050.1	Smp_145050	977	Uncharacterized protein
6183.Smp_145060.1	Smp_145060	848	Acyl-CoA:glycerol-3-phosphate acyltransferase 
6183.Smp_145070.1	Smp_145070	669	Asparagine-rich antigen, putative 
6183.Smp_145080.1	Smp_145080	637	Uncharacterized protein
6183.Smp_145090.1	Smp_113490	926	Tumor differentially expressed protein-related 
6183.Smp_145100.1	Smp_145100	67	Uncharacterized protein
6183.Smp_145110.1	Smp_145110	573	Uncharacterized protein
6183.Smp_145120.1	Smp_145120	1387	Rabphilin-3a, putative ; Belongs to the actin family
6183.Smp_145130.1	Smp_145130	580	Rassf, putative 
6183.Smp_145140.1	Smp_145140	403	Protein Wnt; Ligand for members of the frizzled family of seven transmembrane receptors
6183.Smp_145150.1	Smp_145150	254	Uncharacterized protein
6183.Smp_145160.1	Smp_145160	94	Uncharacterized protein
6183.Smp_145170.1	Smp_145170	378	Putative tbc1 domain family member 
6183.Smp_145180.1	Smp_145180	549	Putative rab GDP/GTP exchange factor 
6183.Smp_145190.1	Smp_145190	752	Protein kinase 
6183.Smp_145200.1	Smp_145200	303	Homeobox protein engrailed-like SMOX-2 
6183.Smp_145210.1	Smp_145210	1203	Putative cadherin 
6183.Smp_145220.1	Smp_145220	712	Uncharacterized protein
6183.Smp_145230.1	Smp_191340	1033	Putative t-box protein 
6183.Smp_145240.1	Smp_145240	419	Putative g-protein coupled receptor 
6183.Smp_145250.1	Smp_145250	467	Uncharacterized protein
6183.Smp_145260.1	Smp_145260	291	Putative structural maintenance of chromosomes smc3 
6183.Smp_145280.1	Smp_145280	2030	Uncharacterized protein
6183.Smp_145290.1	Smp_145290	352	Putative alkaline phosphatase ; Belongs to the alkaline phosphatase family
6183.Smp_145300.1	Smp_145300	225	Putative peptidylglycine alpha hydroxylating mono-oxygenase 
6183.Smp_145310.1	Smp_145310	424	Uncharacterized protein
6183.Smp_145320.1	Smp_145320	704	Putative sulfate transporter 
6183.Smp_145330.1	Smp_145330	616	Uncharacterized protein
6183.Smp_145340.1	Smp_145340.1	281	Putative uncharacterized protein
6183.Smp_145350.1	Smp_145350	143	Putative ubiquitin-conjugating enzyme h ; Belongs to the ubiquitin-conjugating enzyme family
6183.Smp_145360.1	Smp_145360.1	538	Uncharacterized protein
6183.Smp_145370.1	Smp_145370	180	Uncharacterized protein
6183.Smp_145380.1	Smp_145380	500	Uncharacterized protein
6183.Smp_145390.1	Smp_145390.1	42	DNA (Cytosine-5)-methyltransferase, putative 
6183.Smp_145400.1	Smp_145400	347	Putative dynein heavy chain 
6183.Smp_145410.1	Smp_145410	717	Putative starp antigen 
6183.Smp_145420.1	Smp_145420	2773	Putative plexin 
6183.Smp_145430.1	Smp_145430	1140	Uncharacterized protein
6183.Smp_145440.1	Smp_145440	450	Uncharacterized protein
6183.Smp_145450.1	Smp_145450	213	Uncharacterized protein
6183.Smp_145460.1	Smp_145460	315	Uncharacterized protein
6183.Smp_145470.1	Smp_145470	451	Putative zinc finger protein 
6183.Smp_145480.1	Smp_145480	69	Uncharacterized protein
6183.Smp_145490.1	Smp_145490	306	Rna-binding protein related 
6183.Smp_145500.1	Smp_145500	830	Formin-related 
6183.Smp_145510.1	Smp_145510	396	Putative shoc2 
6183.Smp_145520.1	Smp_145520	379	Putative adrenoreceptor ; Belongs to the G-protein coupled receptor 1 family
6183.Smp_145530.1	Smp_145530	201	Uncharacterized protein
6183.Smp_145540.1	Smp_145540	645	Putative muscarinic acetylcholine (GAR) receptor ; Belongs to the G-protein coupled receptor 1 family
6183.Smp_145550.1	Smp_145550	438	Dcc1-related 
6183.Smp_145560.1	Smp_145560	360	Putative oxalate:formate antiporter 
6183.Smp_145570.1	Smp_145570	227	Uncharacterized protein
6183.Smp_145580.1	Smp_145580	386	Putative progesterone-induced-blocking factor 
6183.Smp_145590.1	Smp_145590	63	Uncharacterized protein
6183.Smp_145600.1	Smp_145600	672	Uncharacterized protein
6183.Smp_145610.1	Smp_145610	718	Uncharacterized protein
6183.Smp_145620.1	Smp_145620	225	Uncharacterized protein
6183.Smp_145630.1	Smp_145630	256	Putative synovial sarcoma associated ss18 protein 
6183.Smp_145640.1	Smp_145640	128	Putative forkhead protein/ forkhead protein domain 
6183.Smp_145650.1	Smp_145650	460	Uncharacterized protein
6183.Smp_145660.1	Smp_145660	81	Uncharacterized protein
6183.Smp_145670.1	Smp_145670	898	DNAj-related 
6183.Smp_145680.1	Smp_145680	1741	Uncharacterized protein
6183.Smp_145690.1	Smp_145690	118	Uncharacterized protein
6183.Smp_145700.1	Smp_145700	2000	Putative ankyrin 2,3/unc44 
6183.Smp_145720.1	Smp_145720	109	Uncharacterized protein
6183.Smp_145730.1	Smp_145730	515	Uncharacterized protein
6183.Smp_145740.1	Smp_145740	524	Cell division control protein; Involved in the initiation of DNA replication. Also participates in checkpoint controls that ensure DNA replication is completed before mitosis is initiated
6183.Smp_145750.1	Smp_145750	68	Uncharacterized protein
6183.Smp_145760.1	Smp_145760	324	Helicase, putative 
6183.Smp_145770.1	Smp_145770	762	Uncharacterized protein
6183.Smp_145780.1	Smp_145780	355	28S ribosomal protein S5, putative ; Belongs to the universal ribosomal protein uS5 family
6183.Smp_145800.1	Smp_145800	277	U3 small nucleolar ribonucleoprotein protein imp4, putative 
6183.Smp_145810.1	Smp_145810.1	536	Poly [ADP-ribose] polymerase, putative 
6183.Smp_145820.1	Smp_145820	590	Rac guanyl-nucleotide exchange factor ,putative 
6183.Smp_145830.1	Smp_145830.1	424	Putative serine-rich repeat protein 
6183.Smp_145840.1	Smp_145840	430	Putative wd-repeat protein 
6183.Smp_145870.1	Smp_145870	193	Abhydrolase domain-containing protein 4 (S33 family) 
6183.Smp_145880.1	Smp_145880	243	Abhydrolase domain-containing protein 4 (S33 family) 
6183.Smp_145890.1	Smp_145890	613	Putative adamts (A disintegrin and metalloprotease) 
6183.Smp_145900.1	Smp_145900	99	Dihydroceramide desaturase 
6183.Smp_145910.1	Smp_145910	208	Uncharacterized protein
6183.Smp_145920.1	Smp_145920	177	Uncharacterized protein
6183.Smp_145930.1	Smp_145930	454	Matrix metallopeptidase-7 (M10 family) ; Belongs to the peptidase M10A family
6183.Smp_145940.1	Smp_145940	126	Uncharacterized protein
6183.Smp_145950.1	Smp_145950	200	Uncharacterized protein
6183.Smp_145960.1	Smp_145960	160	Uncharacterized protein
6183.Smp_145970.1	Smp_145970	846	Putative recombining binding protein suppressor of hairless 
6183.Smp_145980.2	Smp_145980.2	372	Amino acid transporter; Sodium/dicarboxylate symporter-related 
6183.Smp_145990.1	Smp_145990	506	Putative suppressor of potassium transport defect 3 (Skd3 protein) 
6183.Smp_146000.1	Smp_146000	86	Uncharacterized protein
6183.Smp_146010.1	Smp_146010	902	Belongs to the peptidase M16 family. 
6183.Smp_146030.1	Smp_146030	655	Cytidine deaminase 
6183.Smp_146040.1	Smp_146040	305	Uncharacterized protein
6183.Smp_146050.1	Smp_146050	186	Uncharacterized protein
6183.Smp_146060.1	Smp_146060	2174	Putative tuberin 
6183.Smp_146070.1	Smp_146070	169	Uncharacterized protein
6183.Smp_146080.1	Smp_146080	940	Uncharacterized protein
6183.Smp_146090.1	Smp_146090.1	234	Putative rab geranylgeranyl transferase alpha subunit 
6183.Smp_146100.1	Smp_146100	791	Putative sec15 
6183.Smp_146110.1	Smp_146110	461	Uncharacterized protein
6183.Smp_146120.1	Smp_146120	494	Phosphodiesterase; Putative high-affinity cgmp-specific 3,5-cyclic phosphodiesterase 
6183.Smp_146140.1	Smp_146140	992	Eupitrilysin (M16 family) 
6183.Smp_146150.1	Smp_146150	181	Uncharacterized protein
6183.Smp_146160.1	Smp_146160	1693	Uncharacterized protein
6183.Smp_146180.1	tgl1	304	Sterol esterase 
6183.Smp_146190.1	Smp_146190	90	40S ribosomal protein S21 ; Belongs to the eukaryotic ribosomal protein eS21 family
6183.Smp_146200.2	Smp_146200.2	455	Putative zyxin/trip6 
6183.Smp_146210.1	Smp_146210	203	Nucleoside diphosphate kinase ; Belongs to the NDK family
6183.Smp_146220.1	Smp_146220	181	Putative calcium-binding protein 
6183.Smp_146240.1	Smp_146240	569	Cell polarity protein 
6183.Smp_146250.1	Smp_146250	503	Alpha-l-fucosidase, putative 
6183.Smp_146260.1	Smp_146260	198	Uncharacterized protein
6183.Smp_146280.1	Smp_146280	365	Putative calbindin-32 
6183.Smp_146290.1	Smp_146290	341	Protein kinase 
6183.Smp_146300.1	Smp_146300	630	Uncharacterized protein; Belongs to the MT-A70-like family
6183.Smp_146310.1	Smp_146310	301	Uncharacterized protein
6183.Smp_146320.1	Smp_146320.1	1022	Putative exostosin-2 
6183.Smp_146330.1	Smp_146330	932	Putative phospholipase C beta 
6183.Smp_146340.1	Smp_146340	625	Putative dead box ATP-dependent RNA helicase ; Belongs to the DEAD box helicase family
6183.Smp_146350.1	Smp_146350	40	Uncharacterized protein
6183.Smp_146360.1	Smp_146360	218	Uncharacterized protein
6183.Smp_146390.1	Smp_146390	232	Acetylcholine receptor beta, putative 
6183.Smp_146400.1	Smp_146400	650	Syntaxin binding protein-1,2,3, putative ; Belongs to the STXBP/unc-18/SEC1 family
6183.Smp_146410.1	Smp_146410	296	Uncharacterized protein
6183.Smp_146420.1	Smp_146420	571	Putative spindle assembly checkpoint component MAD1 (Mitotic arrest deficient protein 1) 
6183.Smp_146430.1	Smp_146430	237	Putative beta-1,4-galactosyltransferase 
6183.Smp_146440.1	Smp_146440	791	Uncharacterized protein
6183.Smp_146450.1	Smp_146450	574	Uncharacterized protein
6183.Smp_146460.1	Smp_146460	182	Putative 22.6kDa tegument-associated antigen 
6183.Smp_146470.1	Smp_146470	320	Uncharacterized protein
6183.Smp_146480.1	Smp_146480	214	Uncharacterized protein
6183.Smp_146490.1	Smp_146490	324	Uncharacterized protein
6183.Smp_146570.1	Smp_146570	852	Histidyl-tRNA synthetase-related 
6183.Smp_146580.1	Smp_146580	1173	Putative homeobox protein knotted-1 
6183.Smp_146600.1	Smp_146600	264	Putative rho GTPase ; Belongs to the small GTPase superfamily. Rho family
6183.Smp_146610.1	Smp_146610	231	Uncharacterized protein
6183.Smp_146620.1	Smp_146620	979	Putative voltage-gated potassium channel 
6183.Smp_146630.1	Smp_146630	397	Palmitoyltransferase; Zinc finger protein, putative ; Belongs to the DHHC palmitoyltransferase family
6183.Smp_146640.1	Smp_146640	757	Glycosyltransferase-related 
6183.Smp_146650.1	Smp_146650	646	Nalp (Nacht, leucine rich repeat and pyrin domain containing)-related 
6183.Smp_146660.1	Smp_146660	335	Uncharacterized protein
6183.Smp_146680.1	Smp_146680.1	921	Putative annexin 
6183.Smp_146690.1	Smp_146690	706	Annexin 
6183.Smp_146700.1	Smp_146700	685	annotation not available
6183.Smp_146710.1	Smp_146710	276	Uncharacterized protein
6183.Smp_146720.1	Smp_146720	2178	Uncharacterized protein
6183.Smp_146730.1	Smp_146730	594	ADAMTS14 peptidase (M12 family) 
6183.Smp_146740.1	Smp_146740	475	Sodium/hydrogen exchanger ; Belongs to the monovalent cation:proton antiporter 1 (CPA1) transporter (TC 2.A.36) family
6183.Smp_146750.1	Smp_146750	612	Sodium/hydrogen exchanger ; Belongs to the monovalent cation:proton antiporter 1 (CPA1) transporter (TC 2.A.36) family
6183.Smp_146760.1	Smp_146760.1	181	annotation not available
6183.Smp_146790.1	Smp_146790.1	654	annotation not available
6183.Smp_146800.1	Smp_146800	525	Putative atlastin 
6183.Smp_146810.1	Smp_146810	726	Formin-related 
6183.Smp_146830.1	Smp_146830	433	Uncharacterized protein
6183.Smp_146840.1	Smp_146840	741	Putative netrin 
6183.Smp_146870.1	Smp_146870	453	Uncharacterized protein
6183.Smp_146880.1	Smp_146880	57	Uncharacterized protein
6183.Smp_146890.1	Smp_146890	102	Uncharacterized protein
6183.Smp_146900.1	Smp_146900	619	Putative dnaj (Hsp40) homolog, subfamily C, member 
6183.Smp_146910.1	Smp_146910	633	Putative choline o-acyltransferase ; Belongs to the carnitine/choline acetyltransferase family
6183.Smp_146920.1	Smp_146920.1	166	Uncharacterized protein
6183.Smp_146930.1	Smp_146930	77	Uncharacterized protein
6183.Smp_146940.1	Smp_186910	1023	Innexin; Structural component of the gap junctions
6183.Smp_146950.1	Smp_146950	2671	Uncharacterized protein
6183.Smp_146970.1	Smp_146970	159	Putative phosphatidylcholine transfer protein 
6183.Smp_147000.1	Smp_147000	272	Putative syntenin-2 (Syndecan-binding protein 2) 
6183.Smp_147010.1	Smp_147010	1054	Putative zinc finger protein 
6183.Smp_147020.1	Smp_147020	1012	Putative arf6 guanine nucleotide exchange factor 
6183.Smp_147030.1	Smp_147030	321	Uncharacterized protein
6183.Smp_147040.1	Smp_147040	513	Putative glutaminase 
6183.Smp_147050.1	Smp_147050	629	Putative atp synthase alpha subunit vacuolar 
6183.Smp_147060.1	Smp_147060	75	Uncharacterized protein
6183.Smp_147070.1	Smp_147070	311	Putative amino acid transporter 
6183.Smp_147090.1	Smp_147090	263	Uncharacterized protein
6183.Smp_147110.1	Smp_147110	337	Putative ankyrin repeat-containing 
6183.Smp_147120.1	Smp_147120	295	Uncharacterized protein
6183.Smp_147130.1	Smp_147130	281	Uncharacterized protein
6183.Smp_147140.1	Smp_147140	1690	Putative transient receptor potential cation channel 
6183.Smp_147150.1	Smp_147150	622	Putative heterogeneous nuclear ribonucleoprotein C (C1/C2) 
6183.Smp_147160.1	Smp_147160	226	Hypothetical Schistosoma spp. protein UPF0506 
6183.Smp_147190.1	Smp_147190	304	Uncharacterized protein
6183.Smp_147200.1	Smp_147200	77	Uncharacterized protein
6183.Smp_147220.1	Smp_147220	1072	Formin binding protein and related proteins 
6183.Smp_147230.1	Smp_147230	674	ATP-dependent DNA helicase; Belongs to the helicase family
6183.Smp_147240.1	Smp_147240	1527	Putative wd40 protein 
6183.Smp_147250.2	Smp_147250.2	1445	Putative multidrug resistance associated protein 
6183.Smp_147260.1	Smp_147260	359	Ras-like family 
6183.Smp_147270.1	Smp_147270	67	Uncharacterized protein
6183.Smp_147280.1	Smp_147280	242	Uncharacterized protein
6183.Smp_147290.1	Smp_147290	509	Putative twister 
6183.Smp_147300.1	Smp_147300	545	Putative sam/hd domain protein 
6183.Smp_147320.1	Smp_147320	654	Putative camp-dependent protein kinase regulatory chain 
6183.Smp_147330.1	Smp_147330	1239	Putative atp-dependent RNA helicase 
6183.Smp_147340.1	Smp_147340	293	Uncharacterized protein
6183.Smp_147350.1	Smp_147350	176	Uncharacterized protein
6183.Smp_147360.1	Smp_147360	785	Putative cleavage stimulation factor 
6183.Smp_147370.1	Smp_147370	256	Uncharacterized protein
6183.Smp_147380.1	Smp_147380	322	Uncharacterized protein
6183.Smp_147390.1	Smp_147390	742	Putative glutamate receptor, NMDA ; Belongs to the glutamate-gated ion channel (TC 1.A.10.1) family
6183.Smp_147400.1	Smp_147400	623	Putative p53 regulated pa26 nuclear protein sestrin 
6183.Smp_147410.1	Smp_147410	184	Putative radical sam proteins 
6183.Smp_147420.1	Smp_147420	275	Uncharacterized protein
6183.Smp_147430.1	Smp_147430	699	Putative glutamate receptor, kainate ; Belongs to the glutamate-gated ion channel (TC 1.A.10.1) family
6183.Smp_147440.1	Smp_147440	328	Tektin related 
6183.Smp_147450.1	Smp_147450.1	550	Serine/threonine kinase 
6183.Smp_147460.1	Smp_147460	607	Ceramidase 
6183.Smp_147470.1	Smp_147470	438	Putative leucine-rich transmembrane proteins 
6183.Smp_147480.1	Smp_147480	128	Uncharacterized protein
6183.Smp_147500.1	Smp_147500	237	Putative maguk P55 subfamily member 3,5 
6183.Smp_147510.1	Smp_147510	196	Putative cytochrome C oxidase assembly protein cox15 
6183.Smp_147520.1	Smp_147520	1028	Putative tripartite motif protein 
6183.Smp_147530.1	Smp_147530	94	Uncharacterized protein
6183.Smp_147540.1	Smp_147540	243	Uncharacterized protein
6183.Smp_147550.1	Smp_147550	397	Twik family of potassium channels-related 
6183.Smp_147560.1	Smp_147560	2353	Mediator of RNA polymerase II transcription subunit 13; Component of the Mediator complex, a coactivator involved in regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors
